0.97887,0.95562,0.96266,0.96266
0.97674,0.96970,0.97674,0.96512
0.95337,0.94841,0.95536,0.93155
0.96032,0.95337,0.96726,0.95536
0.93612,0.95724,0.96429,0.95238
